LoanNr_ChkDgt;Name;City;State;Zip;Bank;BankState;NAICS;ApprovalDate;ApprovalFY;Term;NoEmp;NewExist;CreateJob;RetainedJob;FranchiseCode;UrbanRural;RevLineCr;LowDoc;ChgOffDate;DisbursementDate;DisbursementGross;BalanceGross;MIS_Status;ChgOffPrinGr;GrAppv;SBA_Appv;
1011136002;ADVANTAGE RESOURCES INC;LAS VEGAS;NV;89110;WELLS FARGO BANK NATL ASSOC;CA;541611;09-feb-06;2006;60;2;1;0;2;1;1;Y;N;;31-mar-06;$51,020.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$15,000.00 ;
1011145009;Doughertys Fun Services;" Inc.""";SYRACUSE;NY;13224;MANUFACTURERS & TRADERS TR CO;NY;532292;02-apr-04;2004;60;11;1;0;0;1;1;N;N;;30-apr-04;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 
1011154005;EQUATOR RESORT;KEY WEST;FL;33040;PNC BANK, NATIONAL ASSOCIATION;OH;0;05-mar-97;1997;292;5;2;0;0;1;0;N;N;;30-jun-97;$390,000.00 ;$0.00 ;P I F;$0.00 ;$390,000.00 ;$269,880.00 ;
1011155001;Mountz Enterprises, LLC;LEBANON;PA;17042;MANUFACTURERS & TRADERS TR CO;NY;713940;02-apr-04;2004;60;28;2;0;0;1;1;N;N;;30-apr-04;$35,000.00 ;$0.00 ;P I F;$0.00 ;$35,000.00 ;$17,500.00 ;
1011156008;RIGHT WAY MAIL & PROMOTIONS IN;OCEANSIDE;CA;92057;MUFG UNION BANK NATL ASSOC;CA;541860;09-feb-06;2006;45;1;1;1;0;1;1;Y;N;10-feb-10;31-mar-06;$53,500.00 ;$0.00 ;CHGOFF;$49,050.00 ;$50,000.00 ;$25,000.00 ;
1011164008;NEWLENBY MANAGEMENT GROUP, INC;BROOKLYN;NY;11233;BANCO POPULAR DE PUERTO RICO;PR;0;05-mar-97;1997;85;7;2;0;0;1;0;N;Y;;17-jun-97;$85,000.00 ;$0.00 ;P I F;$0.00 ;$85,000.00 ;$68,000.00 ;
1011174000;MAGIC BROOM CARPET & CLEANING;WOODBURY;CT;6798;FIRST LITCHFIELD FINAN CORP;CT;561740;05-mar-97;1997;84;9;1;0;0;1;0;N;Y;;31-dec-97;$35,000.00 ;$0.00 ;P I F;$0.00 ;$35,000.00 ;$28,000.00 ;
1011175007;Marioara Cracut dba Adina Skin;BEDFORD;NH;3110;TD BANK, NATIONAL ASSOCIATION;DE;812112;05-apr-04;2004;240;1;2;0;0;1;2;N;N;;30-apr-04;$88,000.00 ;$0.00 ;P I F;$0.00 ;$88,000.00 ;$44,000.00 ;
1011176003;CARTRIDGE WORLD OF COON RAPIDS;COON RAPIDS (RR NAME COON CREE;MN;55448;SUNRISE BANKS NATL ASSOC;MN;561110;09-feb-06;2006;84;3;2;3;5;10734;1;0;N;;28-feb-06;$140,000.00 ;$0.00 ;P I F;$0.00 ;$140,000.00 ;$119,000.00 ;
1011184003;ANALYTICAL DIRECTIONS, INC.;ARLINGTON HEIGHTS;IL;60004;BMO HARRIS BK NATL ASSOC;IL;0;05-mar-97;1997;60;1;1;0;0;1;0;N;Y;;31-May-97;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$20,000.00 ;
1011185010;E.C.Bones Construction Contrac;NORTH WALES;PA;19454;UNIVEST BANK AND TRUST CO.;PA;423330;05-apr-04;2004;84;10;1;0;0;1;2;Y;N;;30-apr-04;$225,250.00 ;$0.00 ;P I F;$0.00 ;$125,000.00 ;$62,500.00 ;
1011194006;PADEN SANITATION;BERWICK;PA;18603;MANUFACTURERS & TRADERS TR CO;NY;0;05-mar-97;1997;120;4;1;0;0;1;0;N;N;;31-May-97;$375,000.00 ;$0.00 ;P I F;$0.00 ;$375,000.00 ;$281,250.00 ;
1011195002;Dan P. Nutton  dba Dan P. Nutt;LOWELL;MA;1852;TD BANK, NATIONAL ASSOCIATION;DE;238210;05-apr-04;2004;84;1;2;0;0;1;1;Y;N;;30-jun-04;$46,000.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1011196009;LIVING ART WATER GARDENS INC;BIG COVE;AL;35763;BBCN BANK;CA;713940;09-feb-06;2006;27;3;2;1;3;1;2;0;N;07-dec-10;28-feb-06;$10,000.00 ;$0.00 ;CHGOFF;$6,886.00 ;$10,000.00 ;$5,000.00 ;
1011204007;MACHINE SHOP SERVICES INC;NEENAH;WI;54956;AMER NATL BANK-FOX CITIES;WI;333512;05-mar-97;1997;72;4;1;0;0;1;0;N;Y;;28-feb-97;$27,000.00 ;$0.00 ;P I F;$0.00 ;$27,000.00 ;$21,600.00 ;
1011214010;STANLEY SUPPLY & TOOL, INC;FARMINGDALE;NY;11735;BANK OF AMERICA NATL ASSOC;NY;421990;05-mar-97;1997;99;6;1;0;0;1;0;N;Y;;20-mar-98;$70,000.00 ;$0.00 ;P I F;$0.00 ;$70,000.00 ;$56,000.00 ;
1011215006;Progressive Physicians, LLC;SOUTHAVEN;MS;38671;TRUSTMARK NATIONAL BANK;MS;621111;06-apr-04;2004;24;4;2;0;0;1;1;Y;N;;31-jul-04;$50,400.00 ;$0.00 ;P I F;$0.00 ;$50,400.00 ;$25,200.00 ;
1011216002;AL OVADIA & ASSOCIATES INC;HIDDEN HILLS;CA;91302;GRANDPOINT BANK;CA;711410;09-feb-06;2006;25;2;2;3;5;1;1;Y;N;;31-May-06;$638,853.00 ;$0.00 ;P I F;$0.00 ;$350,000.00 ;$175,000.00 ;
1011224002;TLC PRECISION WAFER TECHNOLOGY;MINNEAPOLIS;MN;55405;MINNEAPOLIS ECONOMIC DEVEL CO;MN;334413;05-mar-97;1997;240;19;1;8;11;1;0;N;N;;14-jan-98;$170,000.00 ;$0.00 ;P I F;$0.00 ;$170,000.00 ;$170,000.00 ;
1011225009;K&G Corporation dba Chandler &;RANDOLPH;MA;2368;TD BANK, NATIONAL ASSOCIATION;DE;423830;07-apr-04;2004;84;10;1;0;0;1;1;Y;N;;31-May-04;$260,885.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$75,000.00 ;
1011235001;K&G Corporation dba Chandler &;RANDOLPH;MA;2368;TD BANK, NATIONAL ASSOCIATION;DE;423830;07-apr-04;2004;24;10;1;0;0;1;1;N;N;;31-May-04;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1011244008;ABBOTT ENTERPRISES, INC.;HIALEAH GARDENS;FL;33016;REGIONS BANK;AL;441120;05-mar-97;1997;84;3;2;0;0;1;0;N;Y;;30-nov-97;$45,000.00 ;$0.00 ;P I F;$0.00 ;$45,000.00 ;$36,000.00 ;
1011245004;Jay R. Mason dba Architectural;LOWELL;MA;1851;TD BANK, NATIONAL ASSOCIATION;DE;541310;07-apr-04;2004;84;3;2;0;0;1;1;Y;N;;31-aug-08;$10,500.00 ;$0.00 ;P I F;$0.00 ;$10,500.00 ;$5,250.00 ;
1011254000;KEWADIN LAKESHORE LODGE;SUTTONS BAY;MI;49682;FIRSTMERIT BANK, N.A.;MI;0;05-mar-97;1997;240;2;2;0;0;1;0;N;N;;30-apr-97;$225,000.00 ;$0.00 ;P I F;$0.00 ;$225,000.00 ;$168,750.00 ;
1011255007;Carmen L. Palmer dba Capital C;MONTPELIER;VT;5602;TD BANK, NATIONAL ASSOCIATION;DE;812310;07-apr-04;2004;60;2;1;0;0;1;2;N;N;;30-apr-04;$37,000.00 ;$0.00 ;P I F;$0.00 ;$37,000.00 ;$18,500.00 ;
1011256003;AEGIS ENTERPRISES, LLC;TULSA;OK;74137;TRIAD BANK NATL ASSOC;OK;621910;09-feb-06;2006;84;2;2;0;0;1;1;N;N;;30-apr-06;$200,000.00 ;$0.00 ;P I F;$0.00 ;$200,000.00 ;$150,000.00 ;
1011264003;"JASON""S GROCERY & DELI";ITHACA;NY;14850;MANUFACTURERS & TRADERS TR CO;NY;0;05-mar-97;1997;48;16;1;0;0;1;0;N;Y;;30-apr-97;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$20,000.00 ;
1011274006;KNOTTY PINE LTD;OOSTBURG;WI;53070;COMMUNITY BANK & TRUST;WI;0;05-mar-97;1997;240;14;1;0;0;1;0;N;Y;;30-apr-97;$80,000.00 ;$0.00 ;P I F;$0.00 ;$80,000.00 ;$64,000.00 ;
1011275002;Hughes, Jeffrey & Christenson,;BALDWINSVILLE;NY;13027;MANUFACTURERS & TRADERS TR CO;NY;621111;08-apr-04;2004;60;2;2;0;0;1;1;Y;N;;31-aug-04;$110,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$50,000.00 ;
1011276009;N M INDUSTRIAL SERVICES LLC;WESTMINSTER;CO;80031;COMPASS BANK;AL;238220;09-feb-06;2006;84;7;1;0;7;1;1;Y;N;;30-apr-06;$102,805.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1011284009;ONE HOUR MARTINIZING;EL CENTRO;CA;92243;CDC SMALL BUS. FINAN CORP;CA;812320;05-mar-97;1997;120;7;2;7;0;1;0;N;N;;12-nov-97;$219,000.00 ;$0.00 ;P I F;$0.00 ;$219,000.00 ;$219,000.00 ;
1011285005;Baker Studios, Inc.;AMSTERDAM;NY;12010;MANUFACTURERS & TRADERS TR CO;NY;314129;08-apr-04;2004;60;18;1;0;0;1;2;N;N;;30-apr-04;$150,000.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$112,500.00 ;
1011295008;Garrett and Jody Lowery dba Ga;HOLDEN;ME;4429;TD BANK, NATIONAL ASSOCIATION;DE;441120;08-apr-04;2004;240;3;2;0;0;1;2;N;N;;30-jun-04;$150,000.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$75,000.00 ;
1011304002;SUBWAY AT THE JUNCTION;JACKSON;MS;39213;MERCHANTS & FARMERS BANK;MS;0;05-mar-97;1997;84;2;2;0;0;1;0;N;Y;;31-mar-98;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$20,000.00 ;
1011305009;Around Your City.Com, LLC;PHILADELPHIA;PA;19129;UNIVEST BANK AND TRUST CO.;PA;541512;08-apr-04;2004;84;2;1;0;0;1;1;Y;N;;30-jun-04;$259,171.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$50,000.00 ;
1011315001;Danmarc, LLC;ATHOL;MA;1331;TD BANK, NATIONAL ASSOCIATION;DE;443111;12-apr-04;2004;84;5;1;0;0;1;1;N;N;;30-apr-04;$82,000.00 ;$0.00 ;P I F;$0.00 ;$82,000.00 ;$41,000.00 ;
1011325004;Danmarc, LLC;ATHOL;MA;1331;TD BANK, NATIONAL ASSOCIATION;DE;443111;12-apr-04;2004;84;5;1;0;0;1;1;Y;N;;30-apr-04;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1011344003;ALIGN RISK ANALYSIS,INC.;CHICAGO;IL;60606;MB FINAN BANK NATL ASSOC;IL;0;05-mar-97;1997;60;2;1;0;0;1;0;N;Y;;31-Oct-97;$80,000.00 ;$0.00 ;P I F;$0.00 ;$80,000.00 ;$64,000.00 ;
1011345010;J & S Athletic Club, LLC dba E;WEST HARTFORD;CT;6107;TD BANK, NATIONAL ASSOCIATION;DE;713940;13-apr-04;2004;60;2;2;0;0;1;2;N;N;;30-apr-04;$40,000.00 ;$0.00 ;P I F;$0.00 ;$40,000.00 ;$20,000.00 ;
1011355002;PRECISION PRINTING & EMBROIDER;EASTON;MD;21601;MANUFACTURERS & TRADERS TR CO;MD;323113;13-apr-04;2004;60;1;2;0;0;1;1;N;N;;30-jun-04;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$15,000.00 ;
1011365005;BG Transport, Inc.;HATFIELD;PA;19440;UNIVEST BANK AND TRUST CO.;PA;484220;13-apr-04;2004;36;2;1;0;0;1;2;N;N;;30-apr-04;$34,000.00 ;$0.00 ;P I F;$0.00 ;$34,000.00 ;$17,000.00 ;
1011374001;FAT CAT CAFE, LLC;AVON;CT;6001;FIRST NIAGARA BANK NATL ASSOC;CT;0;05-mar-97;1997;120;75;2;0;0;1;0;N;Y;;30-sep-97;$70,000.00 ;$0.00 ;P I F;$0.00 ;$70,000.00 ;$56,000.00 ;
1011375008;Castle Rock Fuel, Inc.;WINDHAM;NH;3087;TD BANK, NATIONAL ASSOCIATION;DE;454311;13-apr-04;2004;84;2;2;0;0;1;2;Y;N;;28-feb-05;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1011384004;OFFICE FURNITURE USA;CHESAPEAKE;VA;23320;WELLS FARGO BANK NATL ASSOC;VA;0;05-mar-97;1997;84;12;2;0;0;60227;0;N;Y;;7-May-97;$96,500.00 ;$0.00 ;P I F;$0.00 ;$96,500.00 ;$77,200.00 ;
1011394007;ALEX LIQUOR STORE;NEW YORK;NY;10011;BANCO POPULAR NORTH AMERICA;NY;445310;05-mar-97;1997;85;1;0;0;0;1;0;N;N;;05-mar-97;$74,000.00 ;$0.00 ;P I F;$0.00 ;$74,000.00 ;$59,200.00 ;
1011395003;Hi-Life Hobbies, LLc;PLAISTOW;NH;3865;TD BANK, NATIONAL ASSOCIATION;DE;451120;13-apr-04;2004;60;9;2;0;0;1;2;N;N;;30-apr-04;$54,000.00 ;$0.00 ;P I F;$0.00 ;$54,000.00 ;$27,000.00 ;
1011405004;Hi-Life Hobbies, LLC;PLAISTOW;NH;3865;TD BANK, NATIONAL ASSOCIATION;DE;451120;13-apr-04;2004;84;9;2;0;0;38510;2;N;N;;30-apr-04;$24,661.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1011414000;BROAD STREET GARAGE;WOONSOCKET;RI;2895;NEWTEK SMALL BUS. FINANCE INC.;NY;811111;05-mar-97;1997;120;3;2;0;0;1;0;N;N;;31-Oct-97;$134,000.00 ;$0.00 ;P I F;$0.00 ;$134,000.00 ;$100,500.00 ;
1011415007;Lieschan A. McGarry, D.C. dba;WILLISTON;VT;5495;TD BANK, NATIONAL ASSOCIATION;DE;621310;14-apr-04;2004;84;1;2;0;0;1;1;Y;N;;31-May-04;$39,964.00 ;$0.00 ;P I F;$0.00 ;$21,500.00 ;$10,750.00 ;
1011416003;"BULLY""S SMOKEHOUSE";EDWARDSVILLE;IL;62025;FIRST CLOVER LEAF BANK NATL AS;IL;722110;09-feb-06;2006;84;20;2;0;0;1;1;N;N;;30-jun-06;$248,000.00 ;$0.00 ;P I F;$0.00 ;$284,859.00 ;$213,644.00 ;
1011425010;Danielle Lewia & Craig MacDona;ARUNDEL;ME;4046;TD BANK, NATIONAL ASSOCIATION;DE;624410;14-apr-04;2004;240;2;2;0;0;1;2;N;N;;30-jun-04;$200,000.00 ;$0.00 ;P I F;$0.00 ;$200,000.00 ;$100,000.00 ;
1011435002;THE CRAYON ACADEMY, INC. MACDO;ARUNDEL;ME;4046;TD BANK, NATIONAL ASSOCIATION;DE;624410;14-apr-04;2004;60;2;2;0;0;1;2;Y;N;;30-jun-04;$44,480.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1011444009;COMMUNITY TIRE & FAST LUBE;MAHOMET;IL;61853;BUSEY BANK;IL;0;05-mar-97;1997;84;5;0;0;0;1;0;N;Y;;31-mar-97;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$20,000.00 ;
1011445005;Premier Landscape Services, LL;KAUKAUNA;WI;54130;ASSOCIATED BANK NATL ASSOC;WI;561730;14-apr-04;2004;84;2;1;0;0;1;1;N;N;;30-apr-04;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1011446001;MGM WINE & SPIRITS;EAGAN;MN;55123;WELLS FARGO BANK NATL ASSOC;SD;445310;09-feb-06;2006;120;6;1;0;0;1;1;N;N;;31-mar-06;$708,800.00 ;$0.00 ;P I F;$0.00 ;$708,800.00 ;$531,600.00 ;
1011455008;Premier Landscape Services, LL;KAUKAUNA;WI;54130;ASSOCIATED BANK NATL ASSOC;WI;561730;14-apr-04;2004;84;2;1;0;0;1;1;Y;N;;31-May-04;$66,499.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1011465000;Platinum Press, Inc.;LA CROSSE;WI;54603;ASSOCIATED BANK NATL ASSOC;WI;323119;15-apr-04;2004;98;20;2;0;0;1;1;Y;N;07-apr-11;31-May-04;$56,164.00 ;$0.00 ;CHGOFF;$32,329.00 ;$40,000.00 ;$20,000.00 ;
1011475003;JPH Graphics, LLC  dba Shirts;SALEM;MA;1970;TD BANK, NATIONAL ASSOCIATION;DE;323113;15-apr-04;2004;60;6;1;0;0;1;1;N;N;;30-jun-04;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$50,000.00 ;
1011485006;The Early Settler;JACKSON;MS;39211;TRUSTMARK NATIONAL BANK;MS;442299;15-apr-04;2004;118;3;2;0;0;1;1;N;N;;31-May-04;$94,499.00 ;$0.00 ;P I F;$0.00 ;$75,500.00 ;$37,750.00 ;
1011494002;TIRE WORLD;BOZEMAN;MT;59715;YELLOWSTONE BANK;MT;0;05-mar-97;1997;60;2;1;0;0;1;2;N;Y;;31-May-97;$40,000.00 ;$0.00 ;P I F;$0.00 ;$40,000.00 ;$32,000.00 ;
1011495009;Hiawath Northington LTD, P.D;JACKSON;MS;39201;TRUSTMARK NATIONAL BANK;MS;541110;16-apr-04;2004;83;2;1;0;0;1;1;Y;N;;31-May-04;$116,565.00 ;$0.00 ;P I F;$0.00 ;$75,700.00 ;$37,850.00 ;
1011505010;Hair Ink Studio, LLC;ROCKFORD;IL;61108;ASSOCIATED BANK NATL ASSOC;WI;812112;21-apr-04;2004;84;2;2;0;0;1;1;N;N;;30-jun-04;$44,100.00 ;$0.00 ;P I F;$0.00 ;$44,100.00 ;$22,050.00 ;
1011514006;NEW ENGLAND CRANBERRY COMPANY;FRAMINGHAM;MA;1702;MIDDLESEX SAVINGS BANK;MA;0;05-mar-97;1997;72;2;2;0;0;1;0;N;Y;;31-mar-97;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$24,000.00 ;
1011515002;Gary Adams, DDS., LLC;ROCKVILLE;MD;20852;MANUFACTURERS & TRADERS TR CO;MD;621210;21-apr-04;2004;60;3;2;0;0;1;1;N;N;;31-May-04;$55,000.00 ;$0.00 ;P I F;$0.00 ;$55,000.00 ;$27,500.00 ;
1011516009;SATEC USA LLC AND ABRAHAM B CH;PORT MONMOUTH;NJ;7758;NEW MILLENNIUM BANK;NJ;423830;09-feb-06;2006;36;6;1;0;6;1;1;Y;N;;31-May-06;$291,474.00 ;$0.00 ;P I F;$0.00 ;$200,000.00 ;$100,000.00 ;
1011525005;Christopher A. Lyons dba CAL L;BRUNSWICK;ME;4011;TD BANK, NATIONAL ASSOCIATION;DE;561730;21-apr-04;2004;19;1;1;0;0;1;2;T;N;17-jun-11;30-jun-04;$16,173.00 ;$0.00 ;CHGOFF;$7,969.00 ;$10,000.00 ;$5,000.00 ;
1011534001;DEE QUALITY FOUNDATIONS, INC.;BIDDEFORD;ME;4005;BANGOR SAVINGS BANK;ME;0;05-mar-97;1997;60;7;1;0;0;1;0;N;Y;;30-sep-97;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$24,000.00 ;
1011536004;WBH HOMES INCORPORATED;LANCASTER;CA;93535;JPMORGAN CHASE BANK NATL ASSOC;IL;236115;09-feb-06;2006;84;1;2;1;1;1;2;Y;N;;28-feb-06;$59,740.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$15,000.00 ;
1011545000;Precision Paving, LLC;SCHOHARIE;NY;12157;MANUFACTURERS & TRADERS TR CO;NY;324121;21-apr-04;2004;36;2;2;0;0;1;2;Y;N;;31-May-04;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1011554007;DINO EULETTE RESTORATIONS;MONTCLAIR;NJ;7042;BANK OF AMERICA NATL ASSOC;NY;0;05-mar-97;1997;36;2;1;0;0;1;0;N;Y;;10-apr-97;$10,000.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$8,000.00 ;
1011555003;Happy Dogs Daycare, Inc;SYKESVILLE;MD;21784;MANUFACTURERS & TRADERS TR CO;MD;812910;20-apr-04;2004;60;1;2;0;0;1;1;N;N;;30-jun-04;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1011556010;FAMILYS FOR LIFE;SAN ANTONIO;TX;78216;COMPASS BANK;AL;541990;09-feb-06;2006;27;1;1;0;1;1;1;Y;N;27-dec-10;28-feb-06;$43,699.00 ;$0.00 ;CHGOFF;$7,496.00 ;$20,000.00 ;$10,000.00 ;
1011565006;Happy Dogs Daycare, Inc;SYKESVILLE;MD;21784;MANUFACTURERS & TRADERS TR CO;MD;812910;20-apr-04;2004;60;1;2;0;0;1;1;Y;N;;31-aug-04;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1011566002;ZARSKY WATER CHILLERS;HOUSTON;TX;77032;COMPASS BANK;AL;333415;09-feb-06;2006;240;8;1;0;8;1;1;0;N;;28-feb-06;$564,000.00 ;$0.00 ;P I F;$0.00 ;$564,000.00 ;$423,000.00 ;
1011575009;DiLuzio Construction Company I;BINGHAMTON;NY;13901;MANUFACTURERS & TRADERS TR CO;NY;237990;20-apr-04;2004;60;2;1;0;0;1;2;Y;N;;31-May-04;$209,839.00 ;$0.00 ;P I F;$0.00 ;$75,000.00 ;$37,500.00 ;
1011576005;TIGERS CONOCO;CUSHING;OK;74023;RURAL ENTER. OF OKLAHOMA INC.;OK;447110;09-feb-06;2006;240;4;1;1;0;1;2;0;N;;12-jul-06;$150,000.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$150,000.00 ;
1011584005;"EVERYBODY""S HAIR AND TANNING S";WEST FRANKFORT;IL;62896;BANTERRA BANK;IL;0;05-mar-97;1997;73;5;2;0;0;1;0;N;Y;31-May-01;31-aug-97;$20,000.00 ;$0.00 ;CHGOFF;$14,643.00 ;$20,000.00 ;$16,000.00 ;
1011585001;Roque & Little Ventures, Inc.;JACKSONVILLE;FL;32214;WELLS FARGO BANK NATL ASSOC;SD;812111;21-apr-04;2004;60;0;2;0;0;77174;1;N;N;;31-May-04;$128,000.00 ;$0.00 ;P I F;$0.00 ;$160,000.00 ;$80,000.00 ;
1011594008;J&S FEEDS, INC.;GLENDIVE;MT;59330;1ST BANK;MT;0;05-mar-97;1997;84;2;1;0;0;1;2;N;Y;;30-apr-97;$75,000.00 ;$0.00 ;P I F;$0.00 ;$75,000.00 ;$60,000.00 ;
1011595004;Home Collection, LLC;HIGH POINT;NC;27260;WELLS FARGO BANK NATL ASSOC;SD;442110;21-apr-04;2004;60;10;1;0;0;1;1;N;N;;30-apr-04;$150,000.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$75,000.00 ;
1011596000;Nicholas Wainwright;CANTON;ME;4221;FRANKLIN SAVINGS BANK;ME;484110;09-feb-06;2006;93;2;1;0;2;1;2;0;N;;28-feb-06;$54,600.00 ;$0.00 ;P I F;$0.00 ;$54,600.00 ;$27,300.00 ;
1011615008;Village Medical of CNY, PC;LIVERPOOL;NY;13090;MANUFACTURERS & TRADERS TR CO;NY;621111;21-apr-04;2004;2;3;2;0;0;1;1;N;N;31-jul-14;31-May-04;$100,000.00 ;$0.00 ;CHGOFF;$12,806.00 ;$100,000.00 ;$50,000.00 ;
1011616004;CHICAGO AUTO SERVICE INC;CHICAGO;IL;60618;BBCN BANK;CA;811111;09-feb-06;2006;48;3;1;3;3;1;1;0;N;;31-aug-06;$38,000.00 ;$0.00 ;P I F;$0.00 ;$38,000.00 ;$19,000.00 ;
1011624004;BOUMA CHIROPRACTIC CENTER;GRAYSLAKE;IL;60030;PNC BANK, NATIONAL ASSOCIATION;IL;621310;05-mar-97;1997;84;3;2;0;0;1;0;N;Y;;31-jul-97;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$40,000.00 ;
1011625000;Coyote Productions;JACKSON;MS;39209;TRUSTMARK NATIONAL BANK;MS;512110;22-apr-04;2004;36;1;2;0;0;1;1;N;N;;31-May-04;$9,200.00 ;$0.00 ;P I F;$0.00 ;$9,200.00 ;$4,600.00 ;
1011626007;SERIOUS DESIGN INCORPORATED;BELLEVUE;WA;98008;JPMORGAN CHASE BANK NATL ASSOC;IL;541430;09-feb-06;2006;39;2;1;0;2;1;2;Y;N;09-jun-10;31-May-06;$28,798.00 ;$0.00 ;CHGOFF;$8,913.00 ;$10,000.00 ;$5,000.00 ;
1011635003;Reagans Southside Beverage;" I""";NEENAH;WI;54956;ASSOCIATED BANK NATL ASSOC;WI;445310;22-apr-04;2004;84;9;1;0;0;1;1;Y;N;;30-apr-04;$26,457.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 
1011636010;MAPLE SHADE;SALEM;CT;6420;EASTERN SAVINGS BANK;CT;447110;09-feb-06;2006;87;6;2;4;2;1;2;0;N;;30-apr-06;$134,500.00 ;$0.00 ;P I F;$0.00 ;$134,500.00 ;$67,250.00 ;
1011644010;COX LEASING, L.L.C.;EL DORADO;KS;67042;BUSINESS LOAN CENTER, LLC;SC;0;05-mar-97;1997;132;2;2;0;0;1;0;N;N;;31-mar-97;$500,000.00 ;$0.00 ;P I F;$0.00 ;$500,000.00 ;$375,000.00 ;
1011645006;Lobsien Machine, Inc.;TEWKSBURY;MA;1876;TD BANK, NATIONAL ASSOCIATION;DE;332999;23-apr-04;2004;24;5;2;0;0;1;1;N;N;;30-jun-04;$35,000.00 ;$0.00 ;P I F;$0.00 ;$35,000.00 ;$17,500.00 ;
1011655009;Alsup Trucking;RAYMOND;MS;39154;TRUSTMARK NATIONAL BANK;MS;484220;23-apr-04;2004;36;2;2;0;0;1;2;N;N;;31-May-04;$15,200.00 ;$0.00 ;P I F;$0.00 ;$15,200.00 ;$7,600.00 ;
1011665001;Chantell Allemond;MIZE;MS;39116;TRUSTMARK NATIONAL BANK;MS;532230;23-apr-04;2004;36;3;2;0;0;1;2;N;N;;31-May-04;$6,100.00 ;$0.00 ;P I F;$0.00 ;$6,100.00 ;$3,050.00 ;
1011666008;J D H MARKET INC;NEW YORK;NY;10016;BNB HANA BANK NATL ASSOC;NJ;445110;09-feb-06;2006;88;6;2;6;6;1;1;0;N;14-apr-11;31-mar-06;$350,000.00 ;$0.00 ;CHGOFF;$309,042.00 ;$350,000.00 ;$262,500.00 ;
1011674008;STUDIO ONE DERMAGRAPHICS, INC;NORWOOD;PA;19074;PNC BANK, NATIONAL ASSOCIATION;DE;0;05-mar-97;1997;180;1;1;0;0;1;0;N;Y;;31-jan-98;$67,000.00 ;$0.00 ;P I F;$0.00 ;$67,000.00 ;$53,600.00 ;
1011685007;David St. Peter dba Generation;BEVERLY;MA;1915;TD BANK, NATIONAL ASSOCIATION;DE;441110;26-apr-04;2004;166;1;1;0;0;1;1;N;N;24-May-12;31-aug-04;$250,000.00 ;$0.00 ;CHGOFF;$124,643.00 ;$250,000.00 ;$125,000.00 ;
1011694003;RESEARCH DEVELOPMENT ASSOC INC;GREENVILLE;PA;16125;PNC BANK, NATIONAL ASSOCIATION;DE;335122;05-mar-97;1997;35;6;2;0;0;1;0;N;Y;18-mar-02;30-sep-97;$80,000.00 ;$0.00 ;CHGOFF;$60,499.00 ;$80,000.00 ;$64,000.00 ;
